Strategy,Total PnL %,Total Trades,Win Rate %,Avg Win,Avg Loss,Profit Factor,Sharpe Ratio,Max Drawdown %,Trailing Stop %,Stop Activation,Min Exit %,Profit Targets
"Strategy_1789","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","35","3.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1799","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","35","4.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1809","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","35","4.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1829","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","40","2.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1839","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","40","2.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1859","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","40","3.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1869","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","40","4.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1879","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","40","4.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1899","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","45","2.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1909","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","45","2.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1929","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","45","3.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1939","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","45","4.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1949","48.78","238","12.18","6.5416","0.3522","2.58","0.06","31.03","45","4.5x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_2519","48.03","238","17.23","4.6186","0.3809","2.52","0.13","24.40","15","5.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_1539","46.31","238","17.23","4.4664","0.3700","2.51","0.13","23.85","15","5.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_2589","45.99","238","17.23","4.5002","0.3809","2.46","0.13","24.69","20","5.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_989","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","15","2.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1009","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","15","3.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1019","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","15","3.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1029","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","15","4.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1039","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","15","4.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1059","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","20","2.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1079","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","20","3.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1089","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","20","3.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1099","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","20","4.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1109","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","20","4.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1129","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","25","2.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1149","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","25","3.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1159","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","25","3.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1169","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","25","4.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1179","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","25","4.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1199","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","30","2.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1219","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","30","3.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1229","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","30","3.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1239","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","30","4.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1249","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","30","4.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1269","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","35","2.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1289","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","35","3.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1299","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","35","3.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1309","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","35","4.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1319","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","35","4.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1339","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","40","2.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1359","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","40","3.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1369","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","40","3.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1379","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","40","4.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1389","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","40","4.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1409","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","45","2.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1429","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","45","3.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1439","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","45","3.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1449","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","45","4.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1459","45.29","238","17.23","4.3207","0.3521","2.55","0.06","26.98","45","4.5x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1969","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","15","2.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_1979","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","15","2.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_1999","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","15","3.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2009","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","15","4.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2019","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","15","4.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2029","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","15","5.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2039","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","20","2.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2049","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","20","2.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2069","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","20","3.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2079","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","20","4.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2089","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","20","4.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2099","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","20","5.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2109","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","25","2.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2119","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","25","2.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2139","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","25","3.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2149","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","25","4.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2159","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","25","4.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2169","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","25","5.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2179","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","30","2.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2189","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","30","2.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2209","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","30","3.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2219","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","30","4.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2229","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","30","4.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2239","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","30","5.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2249","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","35","2.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2259","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","35","2.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2279","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","35","3.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2289","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","35","4.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2299","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","35","4.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2309","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","35","5.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2319","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","40","2.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2329","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","40","2.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2349","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","40","3.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2359","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","40","4.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2369","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","40","4.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2379","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","40","5.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2389","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","45","2.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2399","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","45","2.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2419","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","45","3.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2429","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","45","4.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2439","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","45","4.5x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2449","44.83","238","15.13","4.9562","0.3550","2.49","0.06","30.33","45","5.0x","60","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_1609","44.38","238","17.23","4.3542","0.3700","2.45","0.13","24.11","20","5.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_3928","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","15","2.0x","50","[]"
"Strategy_3938","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","15","2.5x","50","[]"
"Strategy_3948","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","15","3.0x","50","[]"
"Strategy_3958","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","15","3.5x","50","[]"
"Strategy_3968","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","15","4.0x","50","[]"
"Strategy_3978","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","15","4.5x","50","[]"
"Strategy_3988","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","15","5.0x","50","[]"
"Strategy_3998","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","20","2.0x","50","[]"
"Strategy_4008","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","20","2.5x","50","[]"
"Strategy_4018","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","20","3.0x","50","[]"
"Strategy_4028","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","20","3.5x","50","[]"
"Strategy_4038","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","20","4.0x","50","[]"
"Strategy_4048","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","20","4.5x","50","[]"
"Strategy_4058","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","20","5.0x","50","[]"
"Strategy_4068","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","25","2.0x","50","[]"
"Strategy_4078","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","25","2.5x","50","[]"
"Strategy_4088","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","25","3.0x","50","[]"
"Strategy_4098","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","25","3.5x","50","[]"
"Strategy_4108","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","25","4.0x","50","[]"
"Strategy_4118","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","25","4.5x","50","[]"
"Strategy_4128","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","25","5.0x","50","[]"
"Strategy_4138","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","30","2.0x","50","[]"
"Strategy_4148","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","30","2.5x","50","[]"
"Strategy_4158","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","30","3.0x","50","[]"
"Strategy_4168","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","30","3.5x","50","[]"
"Strategy_4178","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","30","4.0x","50","[]"
"Strategy_4188","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","30","4.5x","50","[]"
"Strategy_4198","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","30","5.0x","50","[]"
"Strategy_4208","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","35","2.0x","50","[]"
"Strategy_4218","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","35","2.5x","50","[]"
"Strategy_4228","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","35","3.0x","50","[]"
"Strategy_4238","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","35","3.5x","50","[]"
"Strategy_4248","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","35","4.0x","50","[]"
"Strategy_4258","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","35","4.5x","50","[]"
"Strategy_4268","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","35","5.0x","50","[]"
"Strategy_4278","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","40","2.0x","50","[]"
"Strategy_4288","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","40","2.5x","50","[]"
"Strategy_4298","44.28","238","11.76","7.2927","0.4705","2.07","0.05","33.88","40","3.0x","50","[]"
