TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,EntryPrice,ExitPrice,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
107,J8EcXP9L3YqGf1VWkXhRjPHnq4UJ6QHRaQEZayBciaxT,2025-08-17T18:33:58.000Z,2025-08-18T11:00:00.000+10:00,2025-08-18T13:00:00.000+10:00,0.00028635,0.00024625,0.859974,-14.00,1.0409,120,No
108,HoQYRCnUeyZZyFiPtYDw48kHyGwjsaUXJxDVtxcK4yPg,2025-08-17T18:34:35.000Z,2025-08-19T01:00:00.000+10:00,2025-08-19T02:00:00.000+10:00,0.00159367,0.00139203,0.873475,-12.65,1.0795,60,No
109,EG6WeiR2DymUVVjNHEU4MEJXmWnzXJhk3JerRy4gpump,2025-08-17T19:51:44.000Z,2025-08-18T12:00:00.000+10:00,2025-08-18T13:00:00.000+10:00,0.00098756,0.00091435,0.925870,-7.41,1.1039,60,No
110,GGQnvZju6xqvgGU5BN3rnKnQ5H4LyKRLBy25LGeDpump,2025-08-18T02:55:26.000Z,2025-08-18T21:00:00.000+10:00,2025-08-18T22:00:00.000+10:00,0.00001657,0.00001313,0.792015,-20.80,1.0376,60,No
111,87oz9ZwVdvTE3ZqiKJmwERshkAfsSPbPakoN6bcWbonk,2025-08-18T15:11:27.000Z,2025-08-19T12:00:00.000+10:00,2025-08-19T13:00:00.000+10:00,0.00006956,0.00006455,0.927987,-7.20,1.0425,60,No
112,14TGkkYQQeNj5pAKKZf8VGJQJfDagdX1t4QX4Rc3bonk,2025-08-18T19:56:35.000Z,2025-08-20T08:00:00.000+10:00,2025-08-20T10:00:00.000+10:00,0.01238767,0.01101522,0.889208,-11.08,1.0449,120,No
113,HhJ5gsWi1nvDFza5MNxNvjjx6bsx1mPUdRvpMCtzL777,2025-08-19T16:26:14.000Z,2025-08-20T17:00:00.000+10:00,2025-08-20T19:00:00.000+10:00,0.00003434,0.00008421,2.452416,145.24,6.2420,120,Yes
114,4LRePMApBS2HFfX4ZDZK61n87CJ7rAMuN8ZHNQQXjupx,2025-08-19T19:15:57.000Z,2025-08-21T16:00:00.000+10:00,2025-08-22T02:00:00.000+10:00,0.00016171,0.00014127,0.873576,-12.64,1.0837,600,No
115,Co4692bPPQXAqqxSLAeTTvF1bnhY26FUWt2YuWQPBgfU,2025-08-19T23:24:45.000Z,2025-08-20T20:00:00.000+10:00,2025-08-20T21:00:00.000+10:00,0.00062851,0.00057171,0.909635,-9.04,1.0508,60,No
116,24qzXUpDCU1dvdX64x2pGoVzeUv8w3jn5by7yZ59bonk,2025-08-20T00:01:19.000Z,2025-08-21T03:00:00.000+10:00,2025-08-21T06:00:00.000+10:00,0.00055094,0.00043635,0.792015,-20.80,1.1748,180,No
117,5SmTatunpUm5ob6CKa1qx3bE5xJo8bpavno7iqokpump,2025-08-20T11:51:46.000Z,2025-08-21T15:00:00.000+10:00,2025-08-21T17:00:00.000+10:00,0.00002710,0.00002225,0.821233,-17.88,1.0000,120,No
118,6XfcSDmRXm8EipmbygHJi2tWwUdCCKEGjEsKQeL9pump,2025-08-20T13:15:34.000Z,2025-08-21T13:00:00.000+10:00,2025-08-21T14:00:00.000+10:00,0.00001340,0.00001280,0.955273,-4.47,1.0839,60,No
119,6pvtv14ye2nvxqCR8fc8y7TTU6SkLGyaSVnVNS9V6777,2025-08-20T16:49:50.000Z,2025-08-21T11:00:00.000+10:00,2025-08-21T12:00:00.000+10:00,0.00552906,0.00563994,1.020056,2.01,1.4488,60,Yes
120,HcTwgEvBYzopr3LYXqikFpf37XhtPYVwkibCqvM3H8sV,2025-08-20T17:33:38.000Z,2025-08-21T11:00:00.000+10:00,2025-08-21T13:00:00.000+10:00,0.00013444,0.00010648,0.792015,-20.80,1.0000,120,No
121,4hPn7KMF8CT6dDWVMC8adPW4hXqTgdtRtnmqcqSM4777,2025-08-20T18:22:43.000Z,2025-08-22T09:00:00.000+10:00,2025-08-22T10:00:00.000+10:00,0.00001061,0.00001046,0.985378,-1.46,1.0497,60,No
122,9Xw3areGS4XkLi16WJWTSdvLXxvv57An9czTwZBfpump,2025-08-20T18:40:07.000Z,2025-08-21T16:00:00.000+10:00,2025-08-21T20:00:00.000+10:00,0.00004389,0.00004281,0.975394,-2.46,1.3574,240,No
123,i1f1o1sxUeqizm8pGTnvcF859QdvwPEAQnA935fpump,2025-08-20T18:40:30.000Z,2025-08-21T13:00:00.000+10:00,2025-08-21T16:00:00.000+10:00,0.00000755,0.00000721,0.954937,-4.51,1.0000,180,No
124,EwEJ5R1im54MowvsGwYUkyfWRMV1qcRL21PumVd4pump,2025-08-21T00:41:44.000Z,2025-08-21T21:00:00.000+10:00,2025-08-21T23:00:00.000+10:00,0.00001110,0.00001089,0.981312,-1.87,1.0000,120,No
125,6d2Wze1KMUxQ28sFLrH9DKfgBXpUJSJYZaRbufucvBLV,2025-08-22T13:45:04.000Z,2025-08-23T18:00:00.000+10:00,2025-08-23T19:00:00.000+10:00,0.00039093,0.00035650,0.911914,-8.81,1.0910,60,No
126,97B5LdjdeqfAY7gPPt428GdpYFEJuxWgG83QgZpNpump,2025-08-22T15:10:27.000Z,2025-08-23T15:00:00.000+10:00,2025-08-23T16:00:00.000+10:00,0.00000828,0.00000898,1.084633,8.46,1.3125,60,Yes
127,bS3Y8KCfYmMC93sSc4qQMivQzTu48qnZqjuYbUopump,2025-08-22T20:49:08.000Z,2025-08-23T15:00:00.000+10:00,2025-08-23T16:00:00.000+10:00,0.00105778,0.00098037,0.926825,-7.32,1.0742,60,No
128,7nsbGjYk85fkDk1uNFqVCyLZYtXxiZoLZncfLLC7pump,2025-08-23T11:51:57.000Z,2025-08-24T07:00:00.000+10:00,2025-08-24T08:00:00.000+10:00,0.00001819,0.00001743,0.958346,-4.17,1.1668,60,No
129,rWqaZ3KaJaiKtVEQo4nuEsxKKr2tHtoeYMf1vVveDjS,2025-08-23T15:10:56.000Z,2025-08-24T08:00:00.000+10:00,2025-08-24T09:00:00.000+10:00,0.00033077,0.00036357,1.099149,9.91,1.4439,60,Yes
130,5ryWMZbrfyjzrBKFYxAvon26FEwJZrtPiHQwb1jH8777,2025-08-24T14:39:56.000Z,2025-08-25T20:00:00.000+10:00,2025-08-26T01:00:00.000+10:00,0.00012414,0.00014426,1.162145,16.21,1.3750,300,Yes
131,EJRs2ephB8kZX1w196DBt7q3uvLAVqs6LEVgXEwhpump,2025-08-24T15:35:39.000Z,2025-08-25T14:00:00.000+10:00,2025-08-25T15:00:00.000+10:00,0.00071579,0.00061502,0.859220,-14.08,1.2241,60,No
132,7woPKwozDM1mFeJAiJcEU8Fd3CvbYXVfwnC3W56RndFi,2025-08-24T17:29:25.000Z,2025-08-25T13:00:00.000+10:00,2025-08-25T14:00:00.000+10:00,0.00433892,0.00423291,0.975566,-2.44,1.0000,60,No
133,HeHzXrdq9mutDFJ2LEGu2fKp7jsnT2toCKfuPswypump,2025-08-24T23:47:55.000Z,2025-08-26T03:00:00.000+10:00,2025-08-26T04:00:00.000+10:00,0.00015169,0.00023388,1.541803,54.18,1.3204,60,Yes
134,cFXwo8FqJxZeYNwrUf5xSABJZoCHnrtKiS7DaFyCoiN,2025-08-24T23:48:07.000Z,2025-08-26T01:00:00.000+10:00,2025-08-26T02:00:00.000+10:00,0.37315336,0.55117016,1.477061,47.71,1.3053,60,Yes
135,FFgQ6kvsHKR4BVLohpmCA9MXeXPtxa7QaNWKpYjzpump,2025-08-25T07:32:29.000Z,2025-08-26T00:00:00.000+10:00,2025-08-26T01:00:00.000+10:00,0.00002529,0.00002441,0.965394,-3.46,1.0000,60,No
136,GEgsZXGhMGJbb9k6b7SaPss7wRW5WHwB12mLAjbdpump,2025-08-25T09:06:01.000Z,2025-08-26T02:00:00.000+10:00,2025-08-26T03:00:00.000+10:00,0.00001199,0.00001341,1.118418,11.84,1.4188,60,Yes
137,J7CSUzsM2VfBUaeaer5aGVVLzzUoizBWF1vQX2NLpump,2025-08-25T21:02:26.000Z,2025-08-26T17:00:00.000+10:00,2025-08-26T18:00:00.000+10:00,0.00035334,0.00039942,1.130421,13.04,1.3479,60,Yes
138,5EkcKr582FkAPVnRmaDdnkekTtnNRzNNSxmQxqrFpump,2025-08-25T23:57:18.000Z,2025-08-26T18:00:00.000+10:00,2025-08-26T19:00:00.000+10:00,0.00025746,0.00021407,0.831465,-16.85,1.0926,60,No
139,44sVpouhWHXzADVsVUo863tvgmaw6LNQo25fYRs1pump,2025-08-26T00:43:03.000Z,2025-08-26T18:00:00.000+10:00,2025-08-26T20:00:00.000+10:00,0.00024350,0.00021786,0.894690,-10.53,1.0000,120,No
140,kLxcxtkxsrTXQnffM6QQBgv6SX3gYMVx9w14LZZpump,2025-08-26T01:13:36.000Z,2025-08-26T23:00:00.000+10:00,2025-08-27T00:00:00.000+10:00,0.00018531,0.00015363,0.829065,-17.09,1.2282,60,No
141,9uDHmr4h2R6h6mTdhdzXGsT6abRMfx8N3rQxRB2Fpump,2025-08-26T07:30:16.000Z,2025-08-27T03:15:00.000+10:00,2025-08-27T03:30:00.000+10:00,0.00122991,0.00110356,0.897273,-10.27,1.0671,15,No
142,CXbypcjnbV7A5b6XqfkUCUkLiD3czHXoxAsWBYa4pump,2025-08-26T15:15:18.000Z,2025-08-27T19:00:00.000+10:00,2025-08-27T20:00:00.000+10:00,0.00021595,0.00017104,0.792015,-20.80,1.0580,60,No
143,9am6SZQqUM5hMomurts3iuUQULEwqsSEdQSkVc9Vpump,2025-08-26T15:34:57.000Z,2025-08-27T08:00:00.000+10:00,2025-08-27T09:00:00.000+10:00,0.00002171,0.00002011,0.926223,-7.38,1.0127,60,No
144,5Tr7EC7GyzEg5AKrMYPHa61uGEFwMo5V1fRtnqpxpump,2025-08-26T21:33:37.000Z,2025-08-27T16:00:00.000+10:00,2025-08-27T17:00:00.000+10:00,0.00000501,0.00000486,0.969196,-3.08,1.0604,60,No
145,DxiYSR3KTArNUyQWSXJKAxbu73NUKds64EG9dQNEpump,2025-08-27T01:13:01.000Z,2025-08-27T19:00:00.000+10:00,2025-08-27T20:00:00.000+10:00,0.00069681,0.00069187,0.992902,-0.71,1.4411,60,No
146,EPVXXm1NH7z9pxtuRff3LHt8bkY8Ui4BXT5eVTUS7EA3,2025-08-27T09:04:03.000Z,2025-08-28T04:00:00.000+10:00,2025-08-28T05:00:00.000+10:00,0.00029983,0.00028122,0.937929,-6.21,1.1025,60,No
147,B3zWuNcVQK9YVHngeDH7UFwsmudWnNhFn89T1AQcpump,2025-08-27T14:59:14.000Z,2025-08-28T14:00:00.000+10:00,2025-08-28T15:00:00.000+10:00,0.00030725,0.00035437,1.153355,15.34,1.1286,60,Yes
148,CDnLCT7tNSubuQKdLwQjsKJQVsTS7YFfusHXDFQupump,2025-08-27T20:53:32.000Z,2025-08-29T00:00:00.000+10:00,2025-08-29T01:00:00.000+10:00,0.00000805,0.00000864,1.073485,7.35,1.0000,60,Yes
149,51Yc9NkkNKMbo31XePni6ZFKMFz4d6H273M8CRhCpump,2025-08-27T21:43:55.000Z,2025-08-28T14:00:00.000+10:00,2025-08-28T15:00:00.000+10:00,0.00121462,0.00108483,0.893144,-10.69,1.0390,60,No
150,Ba8JAE3h9YUQnkMFEDdX261Zu8nWpYN7zhad7pYKdaos,2025-08-27T23:04:05.000Z,2025-08-28T18:00:00.000+10:00,2025-08-28T19:00:00.000+10:00,0.00051129,0.00051808,1.013285,1.33,1.1358,60,Yes
151,6cyNW42LiScbpQAQfFMFJ3s4z4zcqXdPpSRKsjRJ8Lhv,2025-08-28T10:48:14.000Z,2025-08-29T08:00:00.000+10:00,2025-08-29T09:00:00.000+10:00,0.00003424,0.00004554,1.330135,33.01,1.7236,60,Yes
152,FvbZG7ApFyjM9tq4waRpANCws2qqPZCfb46qMqTDYtLw,2025-08-29T09:02:49.000Z,2025-08-30T02:00:00.000+10:00,2025-08-30T03:00:00.000+10:00,0.00063339,0.00057030,0.900399,-9.96,1.3616,60,No
153,EqGEH6P8BwcHN1xiErPMwWf4QT6f8ZHH58QcWif9pump,2025-08-29T16:14:11.000Z,2025-08-30T10:00:00.000+10:00,2025-08-30T11:00:00.000+10:00,0.00003552,0.00004329,1.218611,21.86,1.1482,60,Yes
154,Hcn43x1SnXZrRD9f6tuzv94qT51QoRHhaG7ALK7wMGF,2025-08-30T18:54:07.000Z,2025-08-31T11:00:00.000+10:00,2025-08-31T12:00:00.000+10:00,0.00005909,0.00004775,0.808013,-19.20,1.0000,60,No
155,3sEE9zj79Tzrm7T8geAkzTQDdG4Me637d1aMi9fUpump,2025-08-31T02:38:25.000Z,2025-09-02T13:00:00.000+10:00,2025-09-02T17:00:00.000+10:00,0.00000569,0.00000566,0.993182,-0.68,1.0196,240,No
156,EuzDfT3XVdWXXDV3xfzpUkCsajm3yexr2KyQjsN3pump,2025-09-01T05:48:25.000Z,2025-09-02T00:00:00.000+10:00,2025-09-02T01:00:00.000+10:00,0.00005194,0.00005222,1.005274,0.53,1.3950,60,Yes
157,51YWtFnA97ERyvbxhV6Qoxmkqe3H4g5DCr7P5MUpWiFE,2025-09-01T12:06:14.000Z,2025-09-02T09:00:00.000+10:00,2025-09-02T10:00:00.000+10:00,0.00089955,0.00085047,0.945431,-5.46,1.0081,60,No
158,HMcQvSj8hEqdkbyPbEUmiU6mnu5k2Ki5y5J65ebpump,2025-09-02T12:26:24.000Z,2025-09-03T08:00:00.000+10:00,2025-09-03T09:00:00.000+10:00,0.00002137,0.00003441,1.609752,60.98,2.6773,60,Yes
159,GGnJAYezJw5MhUg8u7RWnv1dqe7tj2rVrJJ1AmL8pump,2025-09-02T18:54:49.000Z,2025-09-03T20:00:00.000+10:00,2025-09-03T21:00:00.000+10:00,0.00003336,0.00003518,1.054410,5.44,1.0805,60,Yes
160,D7Z2fUrxECBh91chmnou8u7E9Yaq7inzzcjg9G1Apump,2025-09-02T21:28:54.000Z,2025-09-03T16:00:00.000+10:00,2025-09-03T17:00:00.000+10:00,0.00986526,0.00955027,0.968070,-3.19,1.0072,60,No
161,FDEF2U9geiWS7sdGPCUo2r1wGswkJr2mmVTECiH6pump,2025-09-02T22:13:33.000Z,2025-09-03T16:00:00.000+10:00,2025-09-03T17:00:00.000+10:00,0.02619142,0.02581418,0.985597,-1.44,1.1808,60,No
162,HGwdb6RQsMTqXpjBiy5BEAXHcpanmJr3c1Dj84r5pump,2025-09-03T06:14:54.000Z,2025-09-04T03:00:00.000+10:00,2025-09-04T05:00:00.000+10:00,0.00043258,0.00039160,0.905275,-9.47,1.3124,120,No
163,dh1yPPKTsqR25aVVpbp24rHTjc7VbyhFPGiQyrypump,2025-09-03T21:12:38.000Z,2025-09-04T16:00:00.000+10:00,2025-09-04T17:00:00.000+10:00,0.00057018,0.00051208,0.898093,-10.19,1.0665,60,No
164,FdpEvMwXM99WsCr5zwrQ5BqgQTSLULpewpXjfs7ABAGS,2025-09-04T11:14:05.000Z,2025-09-05T06:00:00.000+10:00,2025-09-05T08:00:00.000+10:00,0.00145082,0.00125465,0.864792,-13.52,1.0312,120,No
165,FfptCUbN78XmFB9A51Q9v4KGXJHiSkHV36dUfjVmpump,2025-09-04T12:35:04.000Z,2025-09-05T10:25:00.000+10:00,2025-09-05T10:40:00.000+10:00,0.00059511,0.00053687,0.902128,-9.79,1.0000,15,No
166,BFhwU8vyK4v1bm3uva4TXrrhN1md1eSpx75ah245oxSr,2025-09-04T12:52:07.000Z,2025-09-05T11:00:00.000+10:00,2025-09-05T12:00:00.000+10:00,0.00022220,0.00027626,1.243274,24.33,1.4762,60,Yes
167,82knoLRwHvWQr3tBo2ExUumVCNMsY6Pi51UvRzmEpump,2025-09-04T12:55:14.000Z,2025-09-06T11:00:00.000+10:00,2025-09-06T12:00:00.000+10:00,0.00000484,0.00000475,0.980198,-1.98,1.0000,60,No
168,8nr9vtxmaRz6hc68wmr7kvVQe2iFYqJJnK6SykLXpump,2025-09-04T18:23:26.000Z,2025-09-05T22:00:00.000+10:00,2025-09-05T23:00:00.000+10:00,0.00001489,0.00001510,1.014299,1.43,1.0082,60,Yes
169,GBUxQFRXQjSPjkxymAUKPfbUbSpRY8Ui7az1HCxtpump,2025-09-06T11:48:38.000Z,2025-09-07T19:00:00.000+10:00,2025-09-07T20:00:00.000+10:00,0.00043026,0.00034141,0.793496,-20.65,1.1280,60,No
170,BV3PUxYhLs1X859A8ev7QaGnQLESnqY7kTaak3Aepump,2025-09-06T13:58:27.000Z,2025-09-07T06:05:00.000+10:00,2025-09-07T06:45:00.000+10:00,0.00001336,0.00001256,0.940346,-5.97,1.0798,40,No
171,FRsV3m924aGpLMuEekoo3JkkMt1oopaM4JY9ki5YLXrp,2025-09-07T09:30:51.000Z,2025-09-09T07:00:00.000+10:00,2025-09-09T09:00:00.000+10:00,0.03447029,0.03160329,0.916827,-8.32,1.0000,120,No
172,Cph1zxsCUz18v6aa2hiUYwfVkSV7BSFHmCaJLqQspump,2025-09-07T12:12:32.000Z,2025-09-08T14:00:00.000+10:00,2025-09-08T18:00:00.000+10:00,0.00068715,0.00061254,0.891427,-10.86,1.1254,240,No
173,DTu9Q27rgmVPuiA4F73dQydzfvYpyoPgds3GxDo8hREV,2025-09-07T23:39:58.000Z,2025-09-08T16:00:00.000+10:00,2025-09-08T18:00:00.000+10:00,0.00006498,0.00005909,0.909420,-9.06,1.3119,120,No
174,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,2025-09-08T12:57:05.000Z,2025-09-11T07:00:00.000+10:00,2025-09-12T23:00:00.000+10:00,0.23920492,0.25572151,1.069048,6.90,1.1700,2400,Yes
175,4GjbDFgZW6JwDSEAbbJaaeDwFc434GjqkDsNRBixpump,2025-09-08T16:41:47.000Z,2025-09-09T14:00:00.000+10:00,2025-09-09T16:00:00.000+10:00,0.00002892,0.00002720,0.940248,-5.98,1.0000,120,No
176,HfVnabiJCByE8ko6DWZvKKLUKMVRVs2chTKUeyEqpump,2025-09-09T04:38:55.000Z,2025-09-09T21:40:00.000+10:00,2025-09-09T21:55:00.000+10:00,0.00045727,0.00036217,0.792015,-20.80,1.0000,15,No
177,BKmYE8w1GEQ6khhLkvMj4ULvV4Gq7zLfJZSgsHE5pump,2025-09-10T13:47:29.000Z,2025-09-11T11:00:00.000+10:00,2025-09-11T12:00:00.000+10:00,0.00110350,0.00105638,0.957298,-4.27,1.0279,60,No
178,b8mCYh9psBHCw5L5YZZTJgRuVcaDBd1zZD8TK1Cpump,2025-09-10T13:55:43.000Z,2025-09-11T15:00:00.000+10:00,2025-09-11T16:00:00.000+10:00,0.00167675,0.00132801,0.792015,-20.80,1.1572,60,No
179,2LsescRjhcxoUwEQLpcsd3Gh6AHUyqEHANDakkoSpump,2025-09-10T14:26:36.000Z,2025-09-17T09:00:00.000+10:00,2025-09-17T12:00:00.000+10:00,0.00084446,0.00067041,0.793892,-20.61,1.0000,180,No
180,2Zwa3HKmVd1h7T7gUiwdr1ZSCrgfxxXv2tLTWovgpump,2025-09-10T14:48:45.000Z,2025-09-11T16:00:00.000+10:00,2025-09-11T17:00:00.000+10:00,0.00002349,0.00002357,1.003307,0.33,1.0912,60,Yes
181,rnMLBLnUueJveGpLCS2BGsY3McJGRXZ8bqQ8eBWbonk,2025-09-10T19:09:11.000Z,2025-09-11T12:00:00.000+10:00,2025-09-11T14:00:00.000+10:00,0.00759748,0.00644985,0.848946,-15.11,1.0980,120,No
182,8ZhE5cAiiRRsTctLAHf7zzjMYahFzikMABMHh5W5pump,2025-09-10T19:49:53.000Z,2025-09-11T16:00:00.000+10:00,2025-09-11T19:00:00.000+10:00,0.00000652,0.00000587,0.900846,-9.92,1.0000,180,No
183,Hwui6yPX8iPWxs1bD95zaiwrEJ3md2tksweVADsmpump,2025-09-11T17:03:15.000Z,2025-09-12T20:00:00.000+10:00,2025-09-12T21:00:00.000+10:00,0.00012670,0.00010035,0.792015,-20.80,1.0874,60,No
184,UmTt1cGStKwAQFXbQWELJzyjNFrdwV2JrFW6pcEpump,2025-09-11T21:41:27.000Z,2025-09-12T21:00:00.000+10:00,2025-09-13T00:00:00.000+10:00,0.00034985,0.00031957,0.913463,-8.65,1.0573,180,No
185,2oFymDJhPxzjPwLk4RBMpjosVoxaLFM8oj1K8rpepump,2025-09-12T07:56:39.000Z,2025-09-13T04:00:00.000+10:00,2025-09-13T05:00:00.000+10:00,0.00075413,0.00093943,1.245711,24.57,1.3047,60,Yes
186,CKW8P1A72umtcbC35shqvuDUPf5N9P6LDkGUwkB1pump,2025-09-12T13:53:58.000Z,2025-09-13T17:00:00.000+10:00,2025-09-13T18:00:00.000+10:00,0.00005567,0.00004598,0.826001,-17.40,1.0000,60,No
187,AjgSvYmJLhvt3FteiyTqQf8XBj1SVs6T6AmSUfkHpump,2025-09-12T19:23:14.000Z,2025-09-15T16:00:00.000+10:00,2025-09-15T20:00:00.000+10:00,0.00128096,0.00113782,0.888255,-11.17,1.1113,240,No
188,EhwhYhMJp434kqQeFRRBCwCVPkgdjrYFcBXGozxVpump,2025-09-12T19:37:41.000Z,2025-09-14T03:00:00.000+10:00,2025-09-14T05:00:00.000+10:00,0.00118601,0.00110566,0.932252,-6.77,1.0647,120,No
189,2QsU1pxiCErihgK8bU7dfsgXcRUcFoWp5KcbBVg4pump,2025-09-13T05:49:23.000Z,2025-09-14T11:00:00.000+10:00,2025-09-14T12:00:00.000+10:00,0.00001342,0.00001458,1.087035,8.70,1.0536,60,Yes
190,2YMTGyWoGGPpaHt81QFTpfkom99hbT1yPHbAZs6ppump,2025-09-13T06:48:24.000Z,2025-09-15T04:00:00.000+10:00,2025-09-15T07:00:00.000+10:00,0.00000619,0.00000600,0.969735,-3.03,1.0000,180,No
191,EXoMAHnw2Gw5fXJTektedLJDVn9vn8tLTEQX7gHccQKR,2025-09-13T09:16:11.000Z,2025-09-14T07:05:00.000+10:00,2025-09-14T08:10:00.000+10:00,8.55034365,8.05052409,0.941544,-5.85,1.0763,65,No
192,7Pnqg1S6MYrL6AP1ZXcToTHfdBbTB77ze6Y33qBBpump,2025-09-13T19:17:33.000Z,2025-09-14T12:00:00.000+10:00,2025-09-14T13:00:00.000+10:00,0.02646071,0.02982656,1.127202,12.72,1.4415,60,Yes
193,Hnm13jN2hNuJ4Za1p2Xd7fdyR6pKKDcJibR9NYiXpump,2025-09-14T08:21:32.000Z,2025-09-15T05:00:00.000+10:00,2025-09-15T06:00:00.000+10:00,0.00062131,0.00049208,0.792015,-20.80,1.0000,60,No
194,HQDTzNa4nQVetoG6aCbSLX9kcH7tSv2j2sTV67Etpump,2025-09-14T09:05:09.000Z,2025-09-15T13:00:00.000+10:00,2025-09-15T14:00:00.000+10:00,0.00380060,0.00358856,0.944209,-5.58,1.0263,60,No
195,9LjLmk78kDbpsR18kYcdbEJe9yWALwkkSWaXA76Epump,2025-09-14T09:59:02.000Z,2025-09-15T12:00:00.000+10:00,2025-09-15T13:00:00.000+10:00,0.00355068,0.00297099,0.836737,-16.33,1.0389,60,No
196,3PGdDLidBipCWYzzH11SsdMtucjS8M8RfdT5UDALpump,2025-09-14T11:16:37.000Z,2025-09-15T16:00:00.000+10:00,2025-09-15T19:00:00.000+10:00,0.00006023,0.00009737,1.616474,61.65,3.1195,180,Yes
197,6XfSrY8UP1mUfRimA9QuxgYDdwV3hF75m3ajX7g6YNUS,2025-09-14T13:51:10.000Z,2025-09-15T06:00:00.000+10:00,2025-09-15T08:00:00.000+10:00,0.00041560,0.00037469,0.901578,-9.84,1.1608,120,No
198,5UB6vnMU7b6khnUjCoPqWbXCdmJWssWREJDwH147pump,2025-09-14T15:01:17.000Z,2025-09-15T14:00:00.000+10:00,2025-09-15T15:00:00.000+10:00,0.00096676,0.00076569,0.792015,-20.80,1.1608,60,No
199,EUuQTUrnEWkXmYEiChCfSSBM68eAmN5G3WM9iyhHpump,2025-09-14T19:53:33.000Z,2025-09-15T21:00:00.000+10:00,2025-09-15T22:00:00.000+10:00,0.00008902,0.00007186,0.807187,-19.28,1.0000,60,No
200,FyB8VxxYAaVVchAgbB1kvjWdw26ovaD4ipwV1j8epump,2025-09-15T10:51:29.000Z,2025-09-16T03:00:00.000+10:00,2025-09-16T04:00:00.000+10:00,0.00141782,0.00118713,0.837295,-16.27,1.0000,60,No
201,986j8mhmidrcbx3wf1XJxsQFvWBMXg7gnDi3mejsr8H8,2025-09-15T15:04:41.000Z,2025-09-16T22:00:00.000+10:00,2025-09-17T00:00:00.000+10:00,0.00699447,0.00586238,0.838145,-16.19,1.0794,120,No
202,8cQynx5ZaJKwdHsuXmSn3Y16RXta7ZTyTS1hW55Gpump,2025-09-16T07:47:01.000Z,2025-09-17T00:00:00.000+10:00,2025-09-17T01:00:00.000+10:00,0.00096093,0.00078466,0.816555,-18.34,1.0919,60,No
203,PRTLSwfLzpVGSAQiUfXEenJkq1cwTsEcsn1hPL9zwwg,2025-09-16T12:16:03.000Z,2025-09-17T08:00:00.000+10:00,2025-09-17T09:00:00.000+10:00,0.26634159,0.24053068,0.903091,-9.69,1.0174,60,No
204,96hj47MzSpZgVcT1v4nwpbQNEU59f6ys48PArGivpump,2025-09-17T01:04:11.000Z,2025-09-17T21:00:00.000+10:00,2025-09-18T00:00:00.000+10:00,0.00238575,0.00219107,0.918398,-8.16,1.0385,180,No
205,5PpWbYsDosMGEre1PThdXhHjN85S1RX7fsLMDRi3pump,2025-09-17T15:52:47.000Z,2025-09-18T12:15:00.000+10:00,2025-09-18T13:20:00.000+10:00,0.00032653,0.00033178,1.016086,1.61,1.0262,65,Yes
206,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,2025-09-18T17:36:06.000Z,2025-09-21T14:00:00.000+10:00,2025-09-21T16:00:00.000+10:00,0.00871079,0.00846820,0.972150,-2.78,1.0201,120,No
207,xr6TRFpam3hf28iuMqRMpCXu15G8TYz4Wsj4vTapump,2025-09-19T08:26:44.000Z,2025-09-20T04:00:00.000+10:00,2025-09-20T05:00:00.000+10:00,0.00005223,0.00005334,1.021269,2.13,1.0918,60,Yes
208,t6Z8Qh7eRn6ikRiL4DeoieTkFz3YtmamDwZQK2Spump,2025-09-19T13:21:19.000Z,2025-09-22T09:00:00.000+10:00,2025-09-22T11:00:00.000+10:00,0.00000525,0.00000520,0.990784,-0.92,1.0000,120,No
209,0xbbCe66051dD7682687d86640Bf3720F45Be14444,2025-09-19T16:12:02.000Z,2025-09-20T09:00:00.000+10:00,2025-09-20T11:00:00.000+10:00,0.00005452,0.00004866,0.892625,-10.74,1.2477,120,No
210,0x80302041F9FBEc9Cc9849de905A43d07D7454444,2025-09-19T18:34:16.000Z,2025-09-21T03:00:00.000+10:00,2025-09-21T04:00:00.000+10:00,0.00001315,0.00001312,0.997341,-0.27,1.0003,60,No
211,He9v4WBhFnDx6roRv4pxPx6nGAYM5EMYFanSVKCwpump,2025-09-20T10:11:18.000Z,2025-09-22T07:00:00.000+10:00,2025-09-22T08:00:00.000+10:00,0.00001539,0.00002179,1.415533,41.55,1.2975,60,Yes
212,0x932Fb7f52adBC34ff81B4342b8C036b7b8Ac4444,2025-09-20T15:38:22.000Z,2025-09-21T15:00:00.000+10:00,2025-09-21T18:00:00.000+10:00,0.01754672,0.01529245,0.871527,-12.85,1.3366,180,No
213,0x000Ae314E2A2172a039B26378814C252734f556A,2025-09-20T17:22:27.000Z,2025-09-21T16:00:00.000+10:00,2025-09-21T17:00:00.000+10:00,1.95976576,1.68574899,0.860179,-13.98,1.0067,60,No
214,0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,2025-09-20T18:48:08.000Z,2025-09-21T16:00:00.000+10:00,2025-09-21T17:00:00.000+10:00,1.71332982,1.67877470,0.979832,-2.02,1.1475,60,No
